id,experiment_id,result_type,result_value,context,created,updated
5.162999999999999545e+02,1.499964999999999993e+00,4.617351000000000170e-06
5.163999999999999773e+02,1.499964999999999993e+00,4.616411999999999873e-06
5.165000000000000000e+02,1.499964999999999993e+00,4.621109000000000143e-06
5.166000000000000227e+02,1.499964999999999993e+00,4.618290999999999859e-06
5.167000000000000455e+02,1.499964999999999993e+00,4.605139000000000193e-06
5.167999999999999545e+02,1.499964999999999993e+00,4.617351000000000170e-06
5.168999999999999773e+02,1.499964999999999993e+00,4.605139000000000193e-06
5.170000000000000000e+02,1.499964999999999993e+00,4.618290999999999859e-06
5.171000000000000227e+02,1.499964999999999993e+00,4.603260000000000206e-06
5.172000000000000455e+02,1.499964999999999993e+00,4.612653999999999900e-06
5.172999999999999545e+02,1.499964999999999993e+00,4.613593999999999589e-06
5.173999999999999773e+02,1.499964999999999993e+00,4.611714999999999603e-06
5.175000000000000000e+02,1.499964999999999993e+00,4.609835999999999616e-06
5.176000000000000227e+02,1.499964999999999993e+00,4.608897000000000166e-06
5.177000000000000455e+02,1.499964999999999993e+00,4.608897000000000166e-06
5.177999999999999545e+02,1.499964999999999993e+00,4.607018000000000179e-06
5.178999999999999773e+02,1.499964999999999993e+00,4.604198999999999656e-06
5.180000000000000000e+02,1.499964999999999993e+00,4.597623999999999639e-06
5.181000000000000227e+02,1.499964999999999993e+00,4.601381000000000220e-06
5.182000000000000455e+02,1.499964999999999993e+00,4.622048999999999833e-06
5.182999999999999545e+02,1.499964999999999993e+00,4.618290999999999859e-06
5.183999999999999773e+02,1.499964999999999993e+00,4.612653999999999900e-06
5.185000000000000000e+02,1.499964999999999993e+00,4.615472999999999576e-06
5.186000000000000227e+02,1.499964999999999993e+00,4.603260000000000206e-06
5.187000000000000455e+02,1.499964999999999993e+00,4.603260000000000206e-06
5.187999999999999545e+02,1.499964999999999993e+00,4.615472999999999576e-06
5.188999999999999773e+02,1.499964999999999993e+00,4.622988000000000130e-06
5.190000000000000000e+02,1.499964999999999993e+00,4.559105999999999849e-06
5.191000000000000227e+02,1.499964999999999993e+00,4.651171000000000297e-06
5.192000000000000455e+02,1.499964999999999993e+00,4.615472999999999576e-06
5.192999999999999545e+02,1.499964999999999993e+00,4.601381000000000220e-06
5.193999999999999773e+02,1.499964999999999993e+00,4.619230000000000157e-06
5.195000000000000000e+02,1.499964999999999993e+00,4.612653999999999900e-06
5.196000000000000227e+02,1.499964999999999993e+00,4.592925999999999976e-06
5.197000000000000455e+02,1.499964999999999993e+00,4.601381000000000220e-06
5.197999999999999545e+02,1.499964999999999993e+00,4.609835999999999616e-06
5.198999999999999773e+02,1.499964999999999993e+00,4.614532999999999886e-06
5.200000000000000000e+02,1.499964999999999993e+00,4.591986000000000287e-06
5.201000000000000227e+02,1.499964999999999993e+00,4.602320999999999909e-06
5.202000000000000455e+02,1.499964999999999993e+00,4.603260000000000206e-06
5.202999999999999545e+02,1.499964999999999993e+00,4.606077999999999643e-06
5.203999999999999773e+02,1.499964999999999993e+00,4.603260000000000206e-06
5.205000000000000000e+02,1.499964999999999993e+00,4.610774999999999913e-06
5.206000000000000227e+02,1.499964999999999993e+00,4.606077999999999643e-06
5.207000000000000455e+02,1.499964999999999993e+00,4.600441999999999922e-06
5.207999999999999545e+02,1.499964999999999993e+00,4.600441999999999922e-06
5.208999999999999773e+02,1.499964999999999993e+00,4.591046999999999990e-06
5.210000000000000000e+02,1.499964999999999993e+00,4.600441999999999922e-06
5.211000000000000227e+02,1.499964999999999993e+00,4.595744999999999652e-06
5.212000000000000455e+02,1.499964999999999993e+00,4.612653999999999900e-06
5.212999999999999545e+02,1.499964999999999993e+00,4.607018000000000179e-06
5.213999999999999773e+02,1.499964999999999993e+00,4.587289000000000016e-06
5.215000000000000000e+02,1.499964999999999993e+00,4.599502000000000233e-06
5.216000000000000227e+02,1.499964999999999993e+00,4.599502000000000233e-06
5.217000000000000455e+02,1.499964999999999993e+00,4.599502000000000233e-06
5.217999999999999545e+02,1.499964999999999993e+00,4.596683999999999949e-06
5.218999999999999773e+02,1.499964999999999993e+00,4.609835999999999616e-06
5.220000000000000000e+02,1.499964999999999993e+00,4.602320999999999909e-06
5.221000000000000227e+02,1.499964999999999993e+00,4.604198999999999656e-06
5.222000000000000455e+02,1.499964999999999993e+00,4.595744999999999652e-06
5.222999999999999545e+02,1.499964999999999993e+00,4.588228999999999706e-06
5.223999999999999773e+02,1.499964999999999993e+00,4.605139000000000193e-06
5.225000000000000000e+02,1.499964999999999993e+00,4.604198999999999656e-06
5.226000000000000227e+02,1.499964999999999993e+00,4.602320999999999909e-06
5.227000000000000455e+02,1.499964999999999993e+00,4.594804999999999963e-06
5.227999999999999545e+02,1.499964999999999993e+00,4.590107999999999692e-06
5.228999999999999773e+02,1.499964999999999993e+00,4.623926999999999580e-06
5.230000000000000000e+02,1.499964999999999993e+00,4.589168000000000003e-06
5.231000000000000227e+02,1.499964999999999993e+00,4.598562999999999936e-06
5.232000000000000455e+02,1.499964999999999993e+00,4.560984999999999836e-06
5.232999999999999545e+02,1.499964999999999993e+00,4.591046999999999990e-06
5.233999999999999773e+02,1.499964999999999993e+00,4.598562999999999936e-06
5.235000000000000000e+02,1.499964999999999993e+00,4.593865999999999666e-06
5.236000000000000227e+02,1.499964999999999993e+00,4.596683999999999949e-06
5.237000000000000455e+02,1.499964999999999993e+00,4.587289000000000016e-06
5.237999999999999545e+02,1.499964999999999993e+00,4.547833000000000169e-06
5.238999999999999773e+02,1.499964999999999993e+00,4.587289000000000016e-06
5.240000000000000000e+02,1.499964999999999993e+00,4.591986000000000287e-06
5.241000000000000227e+02,1.499964999999999993e+00,4.587289000000000016e-06
5.242000000000000455e+02,1.499964999999999993e+00,4.584470999999999733e-06
5.242999999999999545e+02,1.499964999999999993e+00,4.579774000000000309e-06
5.243999999999999773e+02,1.499964999999999993e+00,4.582591999999999746e-06
5.245000000000000000e+02,1.499964999999999993e+00,4.591046999999999990e-06
5.246000000000000227e+02,1.499964999999999993e+00,4.580712999999999759e-06
5.247000000000000455e+02,1.499964999999999993e+00,4.598562999999999936e-06
5.247999999999999545e+02,1.499964999999999993e+00,4.591046999999999990e-06
5.248999999999999773e+02,1.499964999999999993e+00,4.583532000000000283e-06
5.250000000000000000e+02,1.499964999999999993e+00,4.576956000000000026e-06
5.251000000000000227e+02,1.499964999999999993e+00,4.593865999999999666e-06
5.252000000000000455e+02,1.499964999999999993e+00,4.597623999999999639e-06
5.252999999999999545e+02,1.499964999999999993e+00,4.587289000000000016e-06
5.253999999999999773e+02,1.499964999999999993e+00,4.576015999999999489e-06
5.255000000000000000e+02,1.499964999999999993e+00,4.577895000000000323e-06
5.256000000000000227e+02,1.499964999999999993e+00,4.590107999999999692e-06
5.257000000000000455e+02,1.499964999999999993e+00,4.591986000000000287e-06
5.257999999999999545e+02,1.499964999999999993e+00,4.587289000000000016e-06
5.258999999999999773e+02,1.499964999999999993e+00,4.591046999999999990e-06
5.260000000000000000e+02,1.499964999999999993e+00,4.585410000000000030e-06
5.261000000000000227e+02,1.499964999999999993e+00,4.587289000000000016e-06
5.262000000000000455e+02,1.499964999999999993e+00,4.594804999999999963e-06
5.262999999999999545e+02,1.499964999999999993e+00,4.598562999999999936e-06
5.263999999999999773e+02,1.499964999999999993e+00,4.594804999999999963e-06
5.265000000000000000e+02,1.499964999999999993e+00,4.599502000000000233e-06
5.266000000000000227e+02,1.499964999999999993e+00,4.591046999999999990e-06
5.267000000000000455e+02,1.499964999999999993e+00,4.590107999999999692e-06
5.267999999999999545e+02,1.499964999999999993e+00,4.592925999999999976e-06
5.268999999999999773e+02,1.499964999999999993e+00,4.600441999999999922e-06
5.270000000000000000e+02,1.499964999999999993e+00,4.592925999999999976e-06
5.271000000000000227e+02,1.499964999999999993e+00,4.590107999999999692e-06
5.272000000000000455e+02,1.499964999999999993e+00,4.586349999999999719e-06
5.272999999999999545e+02,1.499964999999999993e+00,4.594804999999999963e-06
5.273999999999999773e+02,1.499964999999999993e+00,4.593865999999999666e-06
5.275000000000000000e+02,1.499964999999999993e+00,4.602320999999999909e-06
5.276000000000000227e+02,1.499964999999999993e+00,4.592925999999999976e-06
5.277000000000000455e+02,1.499964999999999993e+00,4.583532000000000283e-06
5.277999999999999545e+02,1.499964999999999993e+00,4.591986000000000287e-06
5.278999999999999773e+02,1.499964999999999993e+00,4.589168000000000003e-06
5.280000000000000000e+02,1.499964999999999993e+00,4.588228999999999706e-06
5.281000000000000227e+02,1.499964999999999993e+00,4.585410000000000030e-06
5.282000000000000455e+02,1.499964999999999993e+00,4.593865999999999666e-06
5.282999999999999545e+02,1.499964999999999993e+00,4.584470999999999733e-06
5.283999999999999773e+02,1.499964999999999993e+00,4.586349999999999719e-06
5.285000000000000000e+02,1.499964999999999993e+00,4.591986000000000287e-06
5.286000000000000227e+02,1.499964999999999993e+00,4.580712999999999759e-06
5.287000000000000455e+02,1.499964999999999993e+00,4.575077000000000039e-06
5.287999999999999545e+02,1.499964999999999993e+00,4.597623999999999639e-06
5.288999999999999773e+02,1.499964999999999993e+00,4.583532000000000283e-06
5.290000000000000000e+02,1.499964999999999993e+00,4.598562999999999936e-06
5.291000000000000227e+02,1.499964999999999993e+00,4.595744999999999652e-06
5.292000000000000455e+02,1.499964999999999993e+00,4.605139000000000193e-06
5.292999999999999545e+02,1.499964999999999993e+00,4.588228999999999706e-06
5.293999999999999773e+02,1.499964999999999993e+00,4.596683999999999949e-06
5.295000000000000000e+02,1.499964999999999993e+00,4.583532000000000283e-06
5.296000000000000227e+02,1.499964999999999993e+00,4.592925999999999976e-06
5.297000000000000455e+02,1.499964999999999993e+00,4.588228999999999706e-06
5.297999999999999545e+02,1.499964999999999993e+00,4.598562999999999936e-06
5.298999999999999773e+02,1.499964999999999993e+00,4.589168000000000003e-06
5.300000000000000000e+02,1.499964999999999993e+00,4.590107999999999692e-06
5.301000000000000227e+02,1.499964999999999993e+00,4.590107999999999692e-06
5.302000000000000455e+02,1.499964999999999993e+00,4.591986000000000287e-06
5.302999999999999545e+02,1.499964999999999993e+00,4.588228999999999706e-06
5.303999999999999773e+02,1.499964999999999993e+00,4.587289000000000016e-06
5.305000000000000000e+02,1.499964999999999993e+00,4.589168000000000003e-06
5.306000000000000227e+02,1.499964999999999993e+00,4.594804999999999963e-06
5.307000000000000455e+02,1.499964999999999993e+00,4.586349999999999719e-06
5.307999999999999545e+02,1.499964999999999993e+00,4.586349999999999719e-06
5.308999999999999773e+02,1.499964999999999993e+00,4.582591999999999746e-06
5.310000000000000000e+02,1.499964999999999993e+00,4.591046999999999990e-06
5.311000000000000227e+02,1.499964999999999993e+00,4.593865999999999666e-06
5.312000000000000455e+02,1.499964999999999993e+00,4.579774000000000309e-06
5.312999999999999545e+02,1.499964999999999993e+00,4.574136999999999503e-06
5.313999999999999773e+02,1.499964999999999993e+00,4.586349999999999719e-06
5.315000000000000000e+02,1.499964999999999993e+00,4.579774000000000309e-06
5.316000000000000227e+02,1.499964999999999993e+00,4.582591999999999746e-06
5.317000000000000455e+02,1.499964999999999993e+00,4.580712999999999759e-06
5.317999999999999545e+02,1.499964999999999993e+00,4.585410000000000030e-06
5.318999999999999773e+02,1.499964999999999993e+00,4.583532000000000283e-06
5.320000000000000000e+02,1.499964999999999993e+00,4.576015999999999489e-06
5.321000000000000227e+02,1.499964999999999993e+00,4.583532000000000283e-06
5.322000000000000455e+02,1.499964999999999993e+00,4.579774000000000309e-06
5.322999999999999545e+02,1.499964999999999993e+00,4.576956000000000026e-06
5.323999999999999773e+02,1.499964999999999993e+00,4.571319000000000066e-06
5.325000000000000000e+02,1.499964999999999993e+00,4.580712999999999759e-06
5.326000000000000227e+02,1.499964999999999993e+00,4.582591999999999746e-06
5.327000000000000455e+02,1.499964999999999993e+00,4.591046999999999990e-06
5.327999999999999545e+02,1.499964999999999993e+00,4.578833999999999773e-06
5.328999999999999773e+02,1.499964999999999993e+00,4.578833999999999773e-06
5.330000000000000000e+02,1.499964999999999993e+00,4.578833999999999773e-06
5.331000000000000227e+02,1.499964999999999993e+00,4.575077000000000039e-06
5.332000000000000455e+02,1.499964999999999993e+00,4.570379999999999769e-06
5.332999999999999545e+02,1.499964999999999993e+00,4.573198000000000053e-06
5.333999999999999773e+02,1.499964999999999993e+00,4.576956000000000026e-06
5.335000000000000000e+02,1.499964999999999993e+00,4.574136999999999503e-06
5.336000000000000227e+02,1.499964999999999993e+00,4.573198000000000053e-06
5.337000000000000455e+02,1.499964999999999993e+00,4.576015999999999489e-06
5.337999999999999545e+02,1.499964999999999993e+00,4.576015999999999489e-06
5.338999999999999773e+02,1.499964999999999993e+00,4.576015999999999489e-06
5.340000000000000000e+02,1.499964999999999993e+00,4.569440000000000079e-06
5.341000000000000227e+02,1.499964999999999993e+00,4.576956000000000026e-06
5.342000000000000455e+02,1.499964999999999993e+00,4.573198000000000053e-06
5.342999999999999545e+02,1.499964999999999993e+00,4.572257999999999516e-06
5.343999999999999773e+02,1.499964999999999993e+00,4.577895000000000323e-06
5.345000000000000000e+02,1.499964999999999993e+00,4.573198000000000053e-06
5.346000000000000227e+02,1.499964999999999993e+00,4.576015999999999489e-06
5.347000000000000455e+02,1.499964999999999993e+00,4.560984999999999836e-06
5.347999999999999545e+02,1.499964999999999993e+00,4.571319000000000066e-06
5.348999999999999773e+02,1.499964999999999993e+00,4.564742999999999809e-06
5.350000000000000000e+02,1.499964999999999993e+00,4.565682999999999499e-06
5.351000000000000227e+02,1.499964999999999993e+00,4.577895000000000323e-06
5.352000000000000455e+02,1.499964999999999993e+00,4.568500999999999782e-06
5.352999999999999545e+02,1.499964999999999993e+00,4.585410000000000030e-06
5.353999999999999773e+02,1.499964999999999993e+00,4.585410000000000030e-06
5.355000000000000000e+02,1.499964999999999993e+00,4.576015999999999489e-06
5.356000000000000227e+02,1.499964999999999993e+00,4.576956000000000026e-06
5.357000000000000455e+02,1.499964999999999993e+00,4.559105999999999849e-06
5.357999999999999545e+02,1.499964999999999993e+00,4.572257999999999516e-06
5.358999999999999773e+02,1.499964999999999993e+00,4.567561000000000093e-06
5.360000000000000000e+02,1.499964999999999993e+00,4.569440000000000079e-06
5.361000000000000227e+02,1.499964999999999993e+00,4.539377999999999926e-06
5.362000000000000455e+02,1.499964999999999993e+00,4.563803999999999512e-06
5.362999999999999545e+02,1.499964999999999993e+00,4.558166999999999552e-06
5.363999999999999773e+02,1.499964999999999993e+00,4.567561000000000093e-06
5.365000000000000000e+02,1.499964999999999993e+00,4.550650999999999606e-06
5.366000000000000227e+02,1.499964999999999993e+00,4.565682999999999499e-06
5.367000000000000455e+02,1.499964999999999993e+00,4.573198000000000053e-06
5.367999999999999545e+02,1.499964999999999993e+00,4.563803999999999512e-06
5.368999999999999773e+02,1.499964999999999993e+00,4.574136999999999503e-06
5.370000000000000000e+02,1.499964999999999993e+00,4.573198000000000053e-06
5.371000000000000227e+02,1.499964999999999993e+00,4.566621999999999796e-06
5.372000000000000455e+02,1.499964999999999993e+00,4.571319000000000066e-06
5.372999999999999545e+02,1.499964999999999993e+00,4.566621999999999796e-06
5.373999999999999773e+02,1.499964999999999993e+00,4.563803999999999512e-06
5.375000000000000000e+02,1.499964999999999993e+00,4.565682999999999499e-06
5.376000000000000227e+02,1.499964999999999993e+00,4.557226999999999863e-06
5.377000000000000455e+02,1.499964999999999993e+00,4.564742999999999809e-06
5.377999999999999545e+02,1.499964999999999993e+00,4.573198000000000053e-06
5.378999999999999773e+02,1.499964999999999993e+00,4.576015999999999489e-06
5.380000000000000000e+02,1.499964999999999993e+00,4.563803999999999512e-06
5.381000000000000227e+02,1.499964999999999993e+00,4.571319000000000066e-06
5.382000000000000455e+02,1.499964999999999993e+00,4.564742999999999809e-06
5.382999999999999545e+02,1.499964999999999993e+00,4.572257999999999516e-06
5.383999999999999773e+02,1.499964999999999993e+00,4.583532000000000283e-06
5.385000000000000000e+02,1.499964999999999993e+00,4.567561000000000093e-06
5.386000000000000227e+02,1.499964999999999993e+00,4.558166999999999552e-06
5.387000000000000455e+02,1.499964999999999993e+00,4.558166999999999552e-06
5.387999999999999545e+02,1.499964999999999993e+00,4.565682999999999499e-06
5.388999999999999773e+02,1.499964999999999993e+00,4.570379999999999769e-06
5.390000000000000000e+02,1.499964999999999993e+00,4.552529999999999592e-06
5.391000000000000227e+02,1.499964999999999993e+00,4.559105999999999849e-06
5.392000000000000455e+02,1.499964999999999993e+00,4.562863999999999822e-06
5.392999999999999545e+02,1.499964999999999993e+00,4.565682999999999499e-06
5.393999999999999773e+02,1.499964999999999993e+00,4.576015999999999489e-06
5.395000000000000000e+02,1.499964999999999993e+00,4.571319000000000066e-06
5.396000000000000227e+02,1.499964999999999993e+00,4.571319000000000066e-06
5.397000000000000455e+02,1.499964999999999993e+00,4.569440000000000079e-06
5.397999999999999545e+02,1.499964999999999993e+00,4.560984999999999836e-06
5.398999999999999773e+02,1.499964999999999993e+00,4.574136999999999503e-06
5.400000000000000000e+02,1.499964999999999993e+00,4.569440000000000079e-06
5.401000000000000227e+02,1.499964999999999993e+00,4.563803999999999512e-06
5.402000000000000455e+02,1.499964999999999993e+00,4.572257999999999516e-06
5.402999999999999545e+02,1.499964999999999993e+00,4.569440000000000079e-06
5.403999999999999773e+02,1.499964999999999993e+00,4.563803999999999512e-06
5.405000000000000000e+02,1.499964999999999993e+00,4.569440000000000079e-06
5.406000000000000227e+02,1.499964999999999993e+00,4.569440000000000079e-06
5.407000000000000455e+02,1.499964999999999993e+00,4.571319000000000066e-06
5.407999999999999545e+02,1.499964999999999993e+00,4.569440000000000079e-06
5.408999999999999773e+02,1.499964999999999993e+00,4.568500999999999782e-06
5.410000000000000000e+02,1.499964999999999993e+00,4.569440000000000079e-06
5.411000000000000227e+02,1.499964999999999993e+00,4.557226999999999863e-06
5.412000000000000455e+02,1.499964999999999993e+00,4.565682999999999499e-06
5.412999999999999545e+02,1.499964999999999993e+00,4.570379999999999769e-06
5.413999999999999773e+02,1.499964999999999993e+00,4.566621999999999796e-06
5.415000000000000000e+02,1.499964999999999993e+00,4.560984999999999836e-06
5.416000000000000227e+02,1.499964999999999993e+00,4.564742999999999809e-06
5.417000000000000455e+02,1.499964999999999993e+00,4.565682999999999499e-06
5.417999999999999545e+02,1.499964999999999993e+00,4.567561000000000093e-06
5.418999999999999773e+02,1.499964999999999993e+00,4.565682999999999499e-06
5.420000000000000000e+02,1.499964999999999993e+00,4.565682999999999499e-06
5.421000000000000227e+02,1.499964999999999993e+00,4.562863999999999822e-06
5.422000000000000455e+02,1.499964999999999993e+00,4.570379999999999769e-06
5.422999999999999545e+02,1.499964999999999993e+00,4.567561000000000093e-06
5.423999999999999773e+02,1.499964999999999993e+00,4.568500999999999782e-06
5.425000000000000000e+02,1.499964999999999993e+00,4.563803999999999512e-06
5.426000000000000227e+02,1.499964999999999993e+00,4.563803999999999512e-06
5.427000000000000455e+02,1.499964999999999993e+00,4.559105999999999849e-06
5.427999999999999545e+02,1.499964999999999993e+00,4.552529999999999592e-06
5.428999999999999773e+02,1.499964999999999993e+00,4.557226999999999863e-06
5.430000000000000000e+02,1.499964999999999993e+00,4.562863999999999822e-06
5.431000000000000227e+02,1.499964999999999993e+00,4.563803999999999512e-06
5.432000000000000455e+02,1.499964999999999993e+00,4.575077000000000039e-06
5.432999999999999545e+02,1.499964999999999993e+00,4.554408999999999579e-06
5.433999999999999773e+02,1.499964999999999993e+00,4.570379999999999769e-06
5.435000000000000000e+02,1.499964999999999993e+00,4.567561000000000093e-06
5.436000000000000227e+02,1.499964999999999993e+00,4.557226999999999863e-06
5.437000000000000455e+02,1.499964999999999993e+00,4.563803999999999512e-06
5.437999999999999545e+02,1.499964999999999993e+00,4.563803999999999512e-06
5.438999999999999773e+02,1.499964999999999993e+00,4.549712000000000156e-06
5.440000000000000000e+02,1.499964999999999993e+00,4.566621999999999796e-06
5.441000000000000227e+02,1.499964999999999993e+00,4.548771999999999619e-06
5.442000000000000455e+02,1.499964999999999993e+00,4.557226999999999863e-06
5.442999999999999545e+02,1.499964999999999993e+00,4.556287999999999566e-06
5.443999999999999773e+02,1.499964999999999993e+00,4.556287999999999566e-06
5.445000000000000000e+02,1.499964999999999993e+00,4.560045000000000146e-06
5.446000000000000227e+02,1.499964999999999993e+00,4.553468999999999890e-06
5.447000000000000455e+02,1.499964999999999993e+00,4.560984999999999836e-06
5.447999999999999545e+02,1.499964999999999993e+00,4.545954000000000183e-06
5.448999999999999773e+02,1.499964999999999993e+00,4.549712000000000156e-06
5.450000000000000000e+02,1.499964999999999993e+00,4.547833000000000169e-06
5.451000000000000227e+02,1.499964999999999993e+00,4.553468999999999890e-06
5.452000000000000455e+02,1.499964999999999993e+00,4.535619999999999953e-06
5.452999999999999545e+02,1.499964999999999993e+00,4.552529999999999592e-06
5.453999999999999773e+02,1.499964999999999993e+00,4.553468999999999890e-06
5.455000000000000000e+02,1.499964999999999993e+00,4.554408999999999579e-06
5.456000000000000227e+02,1.499964999999999993e+00,4.560984999999999836e-06
5.457000000000000455e+02,1.499964999999999993e+00,4.552529999999999592e-06
5.457999999999999545e+02,1.499964999999999993e+00,4.558166999999999552e-06
5.458999999999999773e+02,1.499964999999999993e+00,4.551591000000000142e-06
5.460000000000000000e+02,1.499964999999999993e+00,4.549712000000000156e-06
5.461000000000000227e+02,1.499964999999999993e+00,4.557226999999999863e-06
5.462000000000000455e+02,1.499964999999999993e+00,4.564742999999999809e-06
5.463000000000000682e+02,1.499964999999999993e+00,4.554408999999999579e-06
5.463999999999999773e+02,1.499964999999999993e+00,4.545954000000000183e-06
5.465000000000000000e+02,1.499964999999999993e+00,4.557226999999999863e-06
5.466000000000000227e+02,1.499964999999999993e+00,4.558166999999999552e-06
5.467000000000000455e+02,1.499964999999999993e+00,4.545014999999999885e-06
5.468000000000000682e+02,1.499964999999999993e+00,4.553468999999999890e-06
5.468999999999999773e+02,1.499964999999999993e+00,4.554408999999999579e-06
5.470000000000000000e+02,1.499964999999999993e+00,4.547833000000000169e-06
5.471000000000000227e+02,1.499964999999999993e+00,4.546892999999999633e-06
5.472000000000000455e+02,1.499964999999999993e+00,4.545014999999999885e-06
5.473000000000000682e+02,1.499964999999999993e+00,4.554408999999999579e-06
5.473999999999999773e+02,1.499964999999999993e+00,4.546892999999999633e-06
5.475000000000000000e+02,1.499964999999999993e+00,4.543135999999999899e-06
5.476000000000000227e+02,1.499964999999999993e+00,4.547833000000000169e-06
5.477000000000000455e+02,1.499964999999999993e+00,4.560045000000000146e-06
5.478000000000000682e+02,1.499964999999999993e+00,4.558166999999999552e-06
5.478999999999999773e+02,1.499964999999999993e+00,4.546892999999999633e-06
5.480000000000000000e+02,1.499964999999999993e+00,4.552529999999999592e-06
5.481000000000000227e+02,1.499964999999999993e+00,4.550650999999999606e-06
5.482000000000000455e+02,1.499964999999999993e+00,4.552529999999999592e-06
5.483000000000000682e+02,1.499964999999999993e+00,4.550650999999999606e-06
5.483999999999999773e+02,1.499964999999999993e+00,4.553468999999999890e-06
5.485000000000000000e+02,1.499964999999999993e+00,4.553468999999999890e-06
5.486000000000000227e+02,1.499964999999999993e+00,4.548771999999999619e-06
5.487000000000000455e+02,1.499964999999999993e+00,4.554408999999999579e-06
5.488000000000000682e+02,1.499964999999999993e+00,4.551591000000000142e-06
5.488999999999999773e+02,1.499964999999999993e+00,4.549712000000000156e-06
5.490000000000000000e+02,1.499964999999999993e+00,4.554408999999999579e-06
5.491000000000000227e+02,1.499964999999999993e+00,4.556287999999999566e-06
5.492000000000000455e+02,1.499964999999999993e+00,4.555347999999999876e-06
5.493000000000000682e+02,1.499964999999999993e+00,4.553468999999999890e-06
5.493999999999999773e+02,1.499964999999999993e+00,4.553468999999999890e-06
5.495000000000000000e+02,1.499964999999999993e+00,4.552529999999999592e-06
5.496000000000000227e+02,1.499964999999999993e+00,4.548771999999999619e-06
5.497000000000000455e+02,1.499964999999999993e+00,4.545954000000000183e-06
5.498000000000000682e+02,1.499964999999999993e+00,4.555347999999999876e-06
5.498999999999999773e+02,1.499964999999999993e+00,4.548771999999999619e-06
5.500000000000000000e+02,1.499964999999999993e+00,4.548771999999999619e-06
5.501000000000000227e+02,1.499964999999999993e+00,4.541256999999999912e-06
5.502000000000000455e+02,1.499964999999999993e+00,4.547833000000000169e-06
5.503000000000000682e+02,1.499964999999999993e+00,4.547833000000000169e-06
5.503999999999999773e+02,1.499964999999999993e+00,4.546892999999999633e-06
5.505000000000000000e+02,1.499964999999999993e+00,4.549712000000000156e-06
5.506000000000000227e+02,1.499964999999999993e+00,4.558166999999999552e-06
5.507000000000000455e+02,1.499964999999999993e+00,4.545014999999999885e-06
5.508000000000000682e+02,1.499964999999999993e+00,4.549712000000000156e-06
5.508999999999999773e+02,1.499964999999999993e+00,4.548771999999999619e-06
5.510000000000000000e+02,1.499964999999999993e+00,4.541256999999999912e-06
5.511000000000000227e+02,1.499964999999999993e+00,4.547833000000000169e-06
5.512000000000000455e+02,1.499964999999999993e+00,4.543135999999999899e-06
5.513000000000000682e+02,1.499964999999999993e+00,4.542196000000000209e-06
5.513999999999999773e+02,1.499964999999999993e+00,4.549712000000000156e-06
5.515000000000000000e+02,1.499964999999999993e+00,4.538438999999999629e-06
5.516000000000000227e+02,1.499964999999999993e+00,4.541256999999999912e-06
5.517000000000000455e+02,1.499964999999999993e+00,4.548771999999999619e-06
5.518000000000000682e+02,1.499964999999999993e+00,4.545014999999999885e-06
5.518999999999999773e+02,1.499964999999999993e+00,4.542196000000000209e-06
5.520000000000000000e+02,1.499964999999999993e+00,4.543135999999999899e-06
5.521000000000000227e+02,1.499964999999999993e+00,4.541256999999999912e-06
5.522000000000000455e+02,1.499964999999999993e+00,4.543135999999999899e-06
5.523000000000000682e+02,1.499964999999999993e+00,4.547833000000000169e-06
5.523999999999999773e+02,1.499964999999999993e+00,4.543135999999999899e-06
5.525000000000000000e+02,1.499964999999999993e+00,4.547833000000000169e-06
5.526000000000000227e+02,1.499964999999999993e+00,4.545954000000000183e-06
5.527000000000000455e+02,1.499964999999999993e+00,4.543135999999999899e-06
5.528000000000000682e+02,1.499964999999999993e+00,4.545954000000000183e-06
5.528999999999999773e+02,1.499964999999999993e+00,4.550650999999999606e-06
5.530000000000000000e+02,1.499964999999999993e+00,4.540317999999999615e-06
5.531000000000000227e+02,1.499964999999999993e+00,4.548771999999999619e-06
5.532000000000000455e+02,1.499964999999999993e+00,4.537498999999999939e-06
5.533000000000000682e+02,1.499964999999999993e+00,4.540317999999999615e-06
5.533999999999999773e+02,1.499964999999999993e+00,4.542196000000000209e-06
5.535000000000000000e+02,1.499964999999999993e+00,4.539377999999999926e-06
5.536000000000000227e+02,1.499964999999999993e+00,4.543135999999999899e-06
5.537000000000000455e+02,1.499964999999999993e+00,4.545954000000000183e-06
5.538000000000000682e+02,1.499964999999999993e+00,4.552529999999999592e-06
5.538999999999999773e+02,1.499964999999999993e+00,4.539377999999999926e-06
5.540000000000000000e+02,1.499964999999999993e+00,4.539377999999999926e-06
5.541000000000000227e+02,1.499964999999999993e+00,4.538438999999999629e-06
5.542000000000000455e+02,1.499964999999999993e+00,4.540317999999999615e-06
5.543000000000000682e+02,1.499964999999999993e+00,4.545014999999999885e-06
5.543999999999999773e+02,1.499964999999999993e+00,4.530922999999999682e-06
5.545000000000000000e+02,1.499964999999999993e+00,4.538438999999999629e-06
5.546000000000000227e+02,1.499964999999999993e+00,4.545014999999999885e-06
5.547000000000000455e+02,1.499964999999999993e+00,4.541256999999999912e-06
5.548000000000000682e+02,1.499964999999999993e+00,4.542196000000000209e-06
5.548999999999999773e+02,1.499964999999999993e+00,4.532801999999999669e-06
5.550000000000000000e+02,1.499964999999999993e+00,4.532801999999999669e-06
